length.group 1 2 3 4 5 sum(10e9) biomass(10e3t) meanweight(g) meanlength(cm) year
19 0.022 1.383 0.064 0 0 1.469 19.978 13.6 14.25 2016
20 0.016 1.169 0.158 0 0 1.343 20.817 15.5 14.75 2016
21 0.007 1.353 0.12 0.059 0 1.539 27.086 17.6 15.25 2016
22 0 0.841 0.562 0 0 1.403 29.042 20.7 15.75 2016
23 0 0.675 0.626 0.068 0 1.369 30.803 22.5 16.25 2016
24 0 0.171 0.42 0.004 0 0.595 15.232 25.6 16.75 2016
25 0 0.146 0.612 0.009 0 0.767 22.78 29.7 17.25 2016
26 0 0.005 0.232 0.025 0 0.262 8.463 32.3 17.75 2016
27 0 0 0.132 0 0 0.132 4.884 37 18.25 2016
28 0 0.007 0.042 0 0 0.049 1.823 37.2 18.75 2016
29 0 0 0.008 0 0 0.008 0.354 44.3 19.25 2016
30 0 0 0 0 0 0 0 0 19.75 2016
31 0 0 0 0 0 0 0 0 20.25 2016
32 0 0 0 0 0 0 0 0 0 2016
1 0 0 0 0 0 0 0 0 5.25 2017
2 0 0 0 0 0 0 0 0 5.75 2017
3 0 0 0 0 0 0 0 0 6.25 2017
4 0 0 0 0 0 0 0 0 6.75 2017
5 0.253 0 0 0 0 0.253 0 1 7.25 2017
6 0.41 0 0 0 0 0.41 0.67 1.6 7.75 2017
7 1.327 0 0 0 0 1.327 2.26 1.7 8.25 2017
8 5.646 0 0 0 0 5.646 13.04 2.3 8.75 2017
9 13.332 0 0 0 0 13.332 36.8 2.8 9.25 2017
10 14.841 0 0 0 0 14.841 46.75 3.2 9.75 2017
11 16.392 0.565 0 0 0 16.957 62.91 3.7 10.25 2017
12 11.707 0.651 0 0 0 12.358 54.5 4.4 10.75 2017
13 10.004 1.239 0 0 0 11.243 56.89 5.1 11.25 2017
14 4.079 2.79 0 0 0 6.869 41.42 6 11.75 2017
15 3.105 6.808 0 0 0 9.913 71.28 7.2 12.25 2017
16 1.613 10.864 0 0 0 12.476 103.43 8.3 12.75 2017
17 1.414 14.585 0.018 0 0 16.017 151.52 9.5 13.25 2017
18 0.435 12.575 0.123 0.001 0 13.133 141.57 10.8 13.75 2017
19 1.02 15.045 0.339 0 0 16.404 202.75 12.4 14.25 2017
20 0.343 14.52 0.154 0 0 15.016 215.63 14.4 14.75 2017
21 0.18 14.339 0.596 0 0 15.116 247.19 16.3 15.25 2017
22 0.224 12.442 1.877 0 0 14.543 268.46 18.5 15.75 2017
23 0.077 8.318 2.648 0.082 0 11.125 234.33 21.1 16.25 2017
24 0 4.115 2.718 0.094 0 6.927 160.13 23.4 16.75 2017
25 0 3.077 3.46 0.01 0 6.547 174.59 26.7 17.25 2017
26 0 1.031 1.835 0.055 0 2.921 84.92 29.4 17.75 2017
27 0 0.618 1.819 0.015 0 2.451 79.36 32.6 18.25 2017
28 0 0.099 0.927 0.111 0 1.137 35.49 34.6 18.75 2017
29 0 0.058 0.206 0.038 0 0.302 10.18 38.6 19.25 2017
30 0 0 0.049 0 0 0.049 1.94 39.4 19.75 2017
31 0 0 0 0 0 0 0 0 20.25 2017
32 0 0 0 0 0 0 0 0 20.75 2017
1 0 0 0 0 0 0 0 0 5.25 2018
2 0 0 0 0 0 0 0 0 5.75 2018
3 0 0 0 0 0 0 0 0 6.25 2018
4 0 0 0 0 0 0 0 0 6.75 2018
5 0 0 0 0 0 0 0 0 7.25 2018
6 0 0 0 0 0 0 0 0 7.75 2018
7 0 0 0 0 0 0 0 0 8.25 2018
8 4.868714 0 0 0 0 4.868714 1.27496 2.62 8.75 2018
9 4.731105 0 0 0 0 4.731105 14.3318 3.03 9.25 2018
10 5.054591 0 0 0 0 5.113925 18.2052 3.56 9.75 2018
11 6.69779 0.059335 0 0 0 6.702879 27.8469 4.15 10.25 2018
12 6.67223 0.00509 0 0 0 6.678898 32.8049 4.91 10.75 2018
13 11.32362 0.006668 0 0 0 11.554949 64.6457 5.59 11.25 2018
14 7.0888 0.231329 0.054269 0 0 7.640817 49.5526 6.49 11.75 2018
15 4.011028 0.497748 0 0 0 6.64204 49.951 7.52 12.25 2018
16 1.510587 2.631012 0.102516 0 0 5.52741 48.8872 8.84 12.75 2018
17 0.716067 3.914306 0.485916 0 0 9.916602 102.1946 10.31 13.25 2018
18 0.325175 8.714619 0.265964 0 0 9.251621 107.9541 11.67 13.75 2018
19 0.249916 8.660483 1.992403 0 0 12.807023 168.8349 13.18 14.25 2018
20 0.014709 10.564703 1.880142 0 0 12.078759 183.3295 15.18 14.75 2018
21 0 10.183908 3.090835 0 0 9.780296 169.3417 17.31 15.25 2018
22 0 6.689461 3.258373 0 0 6.69262 129.7384 19.39 15.75 2018
23 0 3.434247 2.469591 0.065943 0 5.00168 110.5214 22.1 16.25 2018
24 0 2.466146 2.026583 0.054046 0 2.60415 65.6506 25.21 16.75 2018
25 0 0.523521 2.116927 0.049178 0 2.939418 84.9872 28.91 17.25 2018
26 0 0.773313 1.516593 0.051258 0 1.720657 57.1991 33.24 17.75 2018
27 0 0.149174 0.881069 0.08236 0 1.028314 35.5455 34.57 18.25 2018
28 0 0.064885 0.938961 0.004828 0 0.97548 35.7874 36.69 18.75 2018
29 0 0.031691 0.136725 0.007558 0 0.144283 6.5595 45.46 19.25 2018
30 0 0 0.175583 0.000719 0 0.176302 8.1419 46.18 19.75 2018
31 0 0 0 0 0 0 0 0 20.25 2018
32 0 0 0 0 0 0 0 0 20.75 2018
1 0 0 0 0 0 0 0 0 5.25 2019
2 0 0 0 0 0 0 0 0 5.75 2019
3 0 0 0 0 0 0 0 0 6.25 2019
4 0 0 0 0 0 0 0 0 6.75 2019
5 1.121249 0 0 0 0 1.121249 1.4599 1.3 7.25 2019
6 1.756143 0 0 0 0 1.756143 2.5092 1.43 7.75 2019
7 0.98543 0 0 0 0 0.98543 2.0044 2.03 8.25 2019
8 1.873934 0.008823 0 0 0 1.882758 4.6494 2.47 8.75 2019
9 1.386606 0.041917 0 0 0 1.428522 4.1368 2.9 9.25 2019
10 1.452395 0.006217 0 0 0 1.458611 5.1405 3.52 9.75 2019
11 1.521738 0 0 0 0 1.521738 6.4049 4.21 10.25 2019
12 1.598407 0.016107 0 0 0 1.614514 7.9142 4.9 10.75 2019
13 0.874516 0.14887 0.053211 0 0 1.076598 6.0539 5.62 11.25 2019
14 1.112033 0.122209 0 0 0 1.234242 7.785 6.31 11.75 2019
15 0.949933 0.270767 0 0 0 1.2207 9.2804 7.6 12.25 2019
16 0.512039 0.418465 0.017953 0 0 0.948457 8.3754 8.83 12.75 2019
17 0.746497 0.86465 0.027 0 0 1.638147 16.5158 10.08 13.25 2019
18 0.554422 1.534382 0.279912 0 0 2.368716 27.3028 11.53 13.75 2019
19 0.514641 1.094152 0.042564 0 0 1.651357 21.5585 13.06 14.25 2019
20 0.316858 1.394584 0.123801 0.059378 0 1.894621 27.9925 14.77 14.75 2019
21 0.145869 1.045138 0.267388 0.002236 0 1.460631 24.4877 16.77 15.25 2019
22 0.009713 1.002286 1.390874 0.040857 0 2.443729 46.278 18.94 15.75 2019
23 0.019425 0.736165 1.194589 0.116063 0 2.066242 43.8271 21.21 16.25 2019
24 0.003211 0.387848 1.536933 0.342676 0 2.270668 52.6929 23.21 16.75 2019
25 0 0.049175 0.801412 0.244295 0 1.094881 28.8963 26.39 17.25 2019
26 0 0.101415 0.665326 0.178466 0 0.945207 28.3503 29.99 17.75 2019
27 0 0.013915 0.55094 0.148733 0 0.713587 23.0566 32.31 18.25 2019
28 0 0.003205 0.05992 0.01532 0 0.078445 2.7516 35.08 18.75 2019
29 0 0 0.024054 0.007958 0 0.032011 1.2131 37.9 19.25 2019
30 0 0 0 0.006424 0 0.006424 0.2441 38 19.75 2019
31 0 0 0 0.006444 0 0.006444 0.2642 41 20.25 2019
32 0 0 0 4.2e-05 0 4.2e-05 0.0018 44 20.75 2019
